27.891869,34.048046,28.441502,70.63594,63.71672,32.111115,70.89424,44.75671,57.511375,71.169395,47.52324,75.36839,78.67824,48.032833,53.40884,0.0
47.157207,37.489754,7.115,73.88124,73.07125,15.958759,68.97256,70.01841,32.220726,61.96173,70.663055,34.68275,61.72577,70.470665,34.711468,0.0
33.92962,41.44898,33.274956,57.7041,75.70525,37.712296,80.34279,55.253662,66.58197,96.13795,53.94689,85.63426,103.106224,55.030148,72.20473,0.0
34.02165,28.971144,9.571268,78.66078,80.978226,16.765963,77.574905,79.34041,35.11772,84.95874,74.747025,54.098007,93.40794,76.96312,65.37025,0.0
27.978167,29.352541,47.644493,66.81637,77.14262,32.390015,67.984764,73.22857,59.942776,79.43673,72.9097,77.90921,82.17324,79.92435,62.776634,0.0
36.4347,42.53801,28.942953,64.97492,67.3373,38.185463,73.76688,53.735096,55.84562,83.2018,58.329403,66.65607,97.468735,55.713966,48.70504,0.0
33.823727,40.20004,21.565283,67.87164,76.298874,27.519894,72.38449,60.33775,57.258877,79.45132,60.80335,75.032814,96.154396,55.073917,67.47994,0.0
38.90688,45.310234,22.899702,91.62945,44.80913,76.2075,74.86332,54.813908,77.85157,58.30712,77.16163,73.01436,41.78603,88.88328,47.72792,0.0
32.67506,34.502663,24.509882,76.76471,76.57715,23.63787,77.39156,62.326385,50.4915,76.71594,64.32786,65.827545,85.15314,61.486633,50.925415,0.0
19.221647,36.541084,60.259502,55.138725,88.79892,31.019136,64.78352,77.79888,51.374416,78.993,77.711426,72.58154,86.160675,72.964386,73.214,0.0
29.536375,30.402218,18.511047,70.57277,77.79362,30.442207,73.72815,62.852333,51.649372,74.99992,68.867485,69.77389,84.52729,67.78454,59.09273,0.0
42.77617,44.20932,15.073369,81.173515,79.56058,19.066654,81.50639,71.43327,42.755905,90.8205,64.9103,66.65854,102.44072,61.166702,66.23648,0.0
32.202812,38.784843,27.081491,63.086597,91.602165,45.524593,75.381805,79.41348,69.14532,78.13313,97.86352,52.07126,75.038734,107.79332,29.616886,0.0
28.199265,37.701286,48.09554,70.92238,76.99554,30.117685,80.44179,67.54813,49.914467,90.61211,66.756096,71.612175,99.14388,64.582695,78.88192,0.0
28.199049,28.647331,22.332504,69.16544,78.42538,18.542053,70.77087,76.98964,48.956078,81.2509,77.09457,69.64449,88.06264,78.975136,64.95623,0.0
27.245443,30.912252,25.91139,78.99733,68.53689,34.705414,85.5923,50.019455,52.963024,86.00735,54.750908,72.94067,90.43703,62.275055,54.977955,0.0
30.089062,35.588898,40.76014,79.71261,78.91891,28.975252,77.55584,67.38011,52.5763,76.32248,68.403564,68.43187,85.60731,68.02225,58.059338,0.0
39.766384,43.600006,29.6757,60.96544,76.4531,52.719284,79.41988,55.55185,72.76132,89.82585,70.49796,72.84624,97.30558,79.96019,53.08049,0.0
29.646305,29.927294,49.537975,75.75057,79.27719,14.558946,76.10007,76.82851,37.00057,77.03711,80.40442,66.207825,75.37492,99.01902,61.19513,0.0
33.856247,39.36566,22.30564,73.516304,76.70203,25.99083,77.308495,64.53464,57.723583,82.48105,65.637184,74.05444,92.80284,64.790985,66.88181,0.0
30.824804,35.416134,28.077578,64.17753,60.544,34.05695,65.88384,53.32993,54.14662,68.75306,58.855946,71.614105,75.30131,57.966328,44.604664,0.0
33.63097,40.429966,15.5941,72.30292,74.792114,23.972204,75.784096,63.112057,56.234207,81.29463,63.863728,73.57649,94.15794,60.320652,68.13272,0.0
30.80995,27.807764,30.976765,70.48304,72.00982,29.528015,77.20144,68.30599,50.23398,85.67617,67.23139,62.474724,90.12899,61.878983,63.903687,0.0
51.243584,27.583508,12.155516,68.54869,58.280334,62.952812,45.267334,69.59666,42.835964,45.31718,76.254845,46.47867,49.353004,72.40152,37.818333,0.0
22.48421,35.04574,56.943756,77.60192,80.31699,35.374454,84.87859,62.58835,54.39878,80.69545,74.364845,75.99228,78.815636,94.894905,57.00232,0.0
27.065075,34.810223,33.279343,71.023895,83.07453,36.101597,80.4191,55.422253,55.217358,80.564064,60.4697,68.78425,85.83165,64.171005,51.87737,0.0
29.113525,39.19108,39.236572,69.1207,80.94459,38.34338,77.09432,53.862854,47.94687,80.01757,60.08679,67.45853,88.81503,62.437336,51.15944,0.0
27.274866,49.143883,63.247543,80.54961,66.98439,30.730244,79.99062,58.30238,71.39505,83.90746,66.03985,82.726456,91.04143,79.019844,70.36413,0.0
25.722946,39.499516,44.402363,58.899952,88.65125,35.499104,73.64564,65.53076,56.55645,81.91197,85.89683,67.64927,89.99099,82.13398,54.790295,0.0
24.642431,19.751123,14.816347,42.002186,41.912315,16.604155,40.63422,38.922108,19.614336,36.507717,35.63939,47.91396,27.81872,32.049767,29.2361,0.0
33.3658,40.818745,42.80306,61.880905,71.57651,21.555801,67.412346,61.68297,41.947548,78.245895,62.3756,70.665245,84.80559,65.20881,57.899067,0.0
36.4666,35.111233,12.90098,79.15623,80.90487,18.801443,79.2231,72.15516,41.615246,81.105675,70.68468,59.621033,89.54766,68.288124,60.25728,0.0
31.481419,47.25194,36.116344,72.96348,99.70169,7.7724233,68.13885,93.622856,40.673653,88.419075,79.82807,65.48859,101.19794,75.59513,70.791016,0.0
25.087757,47.163,54.001472,68.9363,52.6474,53.585423,73.5436,45.53969,72.73513,79.46199,54.96968,75.71002,85.10928,55.998676,49.996258,0.0
29.549618,38.000145,45.336945,82.13552,78.25988,25.209646,76.51146,68.49188,47.90078,74.4475,76.81617,68.31452,79.20245,83.02649,58.117393,0.0
33.409416,32.523674,13.693822,81.61918,72.87772,34.281593,87.524254,67.38945,48.821754,88.285515,72.00678,73.04258,94.35304,77.038246,65.32612,0.0
29.528494,42.624954,44.506645,75.52573,81.72759,22.54885,73.44042,73.040634,50.803394,75.240776,73.01979,61.4718,78.02159,71.49672,60.244965,0.0
39.867252,18.131567,29.309553,51.883747,92.71989,54.20249,67.043304,84.608864,53.631714,73.863655,80.447975,58.78677,70.17183,64.795044,66.218,0.0
32.378536,22.769579,74.986946,79.088425,63.68997,68.70018,92.13827,67.24351,71.36993,92.47616,63.28725,70.0354,86.069275,61.27475,54.998615,0.0
32.602375,43.316868,36.89762,54.549248,93.01609,43.295113,79.091675,63.05984,66.35837,94.85122,58.789593,75.37887,107.944405,59.375057,54.75875,0.0
38.965897,37.863544,12.3998575,74.17226,82.632324,23.056904,70.85887,77.41509,34.437046,73.9522,74.7373,38.14205,80.23149,67.993095,46.362057,0.0
34.635765,44.09758,34.7519,89.11662,67.08213,58.243435,90.9909,60.344425,61.75685,92.591995,68.197525,70.959656,96.84037,76.293564,51.82563,0.0
34.804203,37.49578,44.104027,61.619278,91.62457,41.548943,56.194595,111.11645,47.812405,53.6778,111.90082,40.438496,43.576134,112.176636,28.386114,0.0
